name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
CODEY_VoxPlus_5_fix_09,AP y i g e AP y i g e w uang z i0 j ie y ia SP,0.70381 0.05991 0.34648 0.07415 0.40904 0.33218 0.05901 0.37007 0.03892 0.96947 0.11572 0.40423 0.09299 0.27527 0.10768 0.82343 0.09397 1.53334 0.14033,2 2 1 2 2 2 2 2 2 1 1,rest C5+42 D5+34 rest B4-40 C5+39 A#4+45 A#4+13 F#4-44 A4-41 A#4+15 G#4+3 A#4+39 F4+13 rest,0.764 0.421 0.409 0.391 0.409 0.726 0.359 0.497 0.383 0.461 0.456 0.194 0.330 1.010 0.140,0 0 0 0 0 0 1 0 0 0 1 0 1 1 0
CODEY_VoxPlus_5_fix_10,AP y i g e k ong l ao q ian g ua SP,0.36672 0.05673 0.39741 0.09796 1.26984 0.20784 0.35109 0.06718 0.35439 0.19839 0.78937 0.06176 2.03511 0.17621,2 2 2 2 2 2 1 1,rest D#4+5 F4+4 D#4-5 D#4-8 A#3-39 C#4-2 D#4-2 C#4-9 D#4+3 A#3+49 rest,0.423 0.495 0.961 0.517 0.418 0.553 0.392 0.459 0.241 0.330 1.464 0.176,0 0 0 1 0 0 0 1 0 1 1 0
CODEY_VoxPlus_5_fix_11,AP y i g e sh ir sh ui zh ong y0 ve AP,0.81932 0.05596 0.36282 0.10068 0.68874 0.24912 0.28209 0.20862 1.04852 0.1939 0.40772 0.09319 1.78138 0.60794,2 2 2 2 2 2 1 1,rest C#4-44 D#4-8 F4+6 D#4-8 F4+3 B3-43 A#3+42 rest F4+41 D#4+41 D#4+2 rest,0.875 0.464 0.938 0.491 0.183 0.260 0.210 0.390 0.200 0.210 0.291 1.781 0.608,0 0 0 0 0 1 1 1 1 0 1 0 0
CODEY_VoxPlus_5_fix_12,SP y i g e sh ir j ing zh ong h ua AP,0.2155 0.05661 0.80998 0.06099 1.16531 0.17239 0.38634 0.13333 1.52019 0.07346 0.48073 0.09161 1.85669 0.52741,2 2 2 2 2 2 1 1,rest F#4-37 A4+5 B4-48 C5+49 A#4+42 C5+46 A#4+44 C#5-43 A4-49 F#4+13 G#4+48 rest,0.272 0.448 0.423 1.338 0.520 0.550 0.430 0.350 0.264 0.276 0.296 1.857 0.527,0 0 1 0 0 0 1 1 1 0 1 0 0
CODEY_VoxPlus_5_fix_13,x iang y ian zh ong n eng y iu SP,0.16054 0.42744 0.07725 0.44044 0.09887 2.45767 0.09348 1.06789 0.20408 1.63084 0.35978,1 2 2 2 2 1 1,rest A4-41 B4-34 C#5+37 C#5-48 D5-47 C#5-44 B4-48 A#4+15 rest,0.161 0.505 0.539 2.551 0.484 0.260 0.230 0.298 1.631 0.360,0 0 0 0 0 1 1 1 0 0
CODEY_VoxPlus_5_fix_14,SP d uo sh ao SP ao l ei zh u AP er AP,0.55166 0.04517 0.31292 0.23108 0.52333 0.32133 0.46077 0.04371 0.93407 0.10612 0.94875 0.48889 1.90967 0.87772,2 2 1 1 2 2 1 1 1 1,rest B4-2 D4-1 rest F#4-14 E4-12 B3-44 C#4+38 C4+11 rest A3+41 B3-12 G#3+49 rest,0.597 0.544 0.523 0.321 0.504 0.420 0.300 0.320 0.949 0.489 0.222 0.250 1.437 0.878,0 0 0 0 0 0 1 1 0 0 0 1 1 0
CODEY_VoxPlus_5_fix_15,z en j ing d e AP q iu l iu d ao d ong j in AP SP,0.11973 0.39637 0.09887 0.44263 0.04768 1.60728 0.45156 0.20694 1.15158 0.07872 0.22676 0.06893 0.20771 0.06077 2.09433 0.13005 0.58923 0.98685 0.21576,1 2 2 1 2 2 2 2 2 1 1 1,rest A3-46 B3-13 C#4+40 A#3-12 rest F4+40 E4-36 E4-48 F4+9 D#4+37 F4+47 rest rest,0.120 0.495 0.490 1.345 0.263 0.659 0.979 0.251 0.296 0.268 2.224 0.589 0.987 0.216,0 0 0 0 1 0 0 1 0 0 0 0 0 0
CODEY_VoxPlus_5_fix_16,ch un SP un l iu d ao SP x ia SP,0.20408 1.31599 0.37109 0.58866 0.06767 0.97632 0.12807 1.06776 0.75564 0.20664 2.53033 0.16775,1 1 1 2 2 1 2 1 1,rest C4+15 A4-41 rest F4+8 D#4+5 C4+40 F4+49 E4-35 F4+14 rest C#4+13 A#3+32 rest,0.204 0.566 0.750 0.371 0.289 0.367 0.533 0.572 0.318 0.750 0.962 0.398 2.132 0.168,0 0 1 0 0 1 0 1 0 1 0 0 1 0
Vox_20251119_dahaidaibuzou_000,AP zh e p ian h ai ch en f u zh e y iu y0 v p ao m uo AP x v x ia d e y0 van w uang b ei sh a l i b ao g uo AP,0.14562 0.11312 0.07958 0.13606 0.30113 0.08825 0.11855 0.12159 0.25211 0.12517 0.2382 0.12224 0.26722 0.07257 0.37097 0.039 0.25034 0.14059 0.26352 0.16128 0.76754 0.49866 0.14483 0.09977 0.10341 0.29387 0.03503 0.15001 0.0347 0.27754 0.10277 0.33419 0.02316 0.24442 0.17868 0.31202 0.04514 0.31132 0.04173 0.35555 0.08073 1.1382 0.37685,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 1,rest A3+12 C4-47 A#3-48 C4-43 B3+37 A#3-44 B3+18 A#3-35 E4+38 F4-49 rest D4-14 D4+2 D4-35 D4+7 D4+12 C#4+16 D4+36 C#4+36 F4-40 D4+43 C#4+14 B3+45 rest,0.259 0.216 0.389 0.240 0.377 0.360 0.340 0.410 0.391 0.425 0.768 0.643 0.203 0.329 0.185 0.380 0.357 0.423 0.357 0.353 0.436 0.388 0.390 0.360 0.377,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
Vox_20251119_dahaidaibuzou_001,z ong y iu g u d an d e r en t a l ang x ing z ou AP q ing t u zh e f an y iu SP,0.08519 0.1842 0.02902 0.33288 0.09524 0.16417 0.04263 0.33865 0.0325 0.32092 0.05203 0.34162 0.09694 0.33208 0.02812 0.28844 0.13242 0.3483 0.06801 0.63766 0.44983 0.13974 0.46984 0.11157 0.51065 0.06077 0.43991 0.16055 0.37279 0.25209 2.20868 0.05954,1 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 1,rest A3+9 B3+42 A3+41 B3+49 B3+50 A#3-40 C4-43 A3+44 F4-39 F4-15 rest D4+13 C4-5 C#4+36 A3+42 A3+47 A#3-33 C4-44 A#3-48 A#3-15 rest,0.085 0.213 0.428 0.207 0.371 0.373 0.439 0.360 0.421 0.416 0.638 0.590 0.581 0.128 0.230 0.213 0.600 0.166 0.240 0.219 2.209 0.060,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0
Vox_20251119_dahaidaibuzou_002,AP j i m uo sh ir w u f a l i an d e f u y iu AP s ui r ir sh eng r ir l uo z ai t an t u zh ir l iu SP,0.4387 0.13908 0.11428 0.06168 0.28481 0.14694 0.14694 0.06365 0.25562 0.15329 0.35374 0.03878 0.39115 0.37642 0.03157 0.26684 0.14422 0.31655 0.08436 0.94421 0.40635 0.12833 0.14741 0.0563 0.28293 0.11701 0.16417 0.05622 0.28076 0.08908 0.26963 0.1156 0.30708 0.09342 0.34286 0.0644 0.31111 0.07659 0.31706 0.04081 1.21452 0.02526,2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 1,rest A#3-46 B3+2 A#3-45 B3+4 B3+5 A3+46 B3+2 A3+40 E4+8 E4+46 rest C#4+35 D4+34 D4-34 D4+15 D4+8 C#4+37 D4+9 C#4+13 E4+47 D4+10 C#4-4 B3+7 rest,0.578 0.176 0.432 0.211 0.409 0.393 0.391 0.408 0.411 0.401 0.944 0.535 0.204 0.400 0.220 0.370 0.385 0.401 0.407 0.388 0.358 0.420 0.400 0.394 0.025,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
Vox_20251119_dahaidaibuzou_003,AP z uo r ir ch eng zh e l ang y0 van f ang d e ai ch ou AP d a h ai d ai b u z ou SP,0.35233 0.09981 0.14741 0.04533 0.2948 0.09871 0.17612 0.0203 0.2692 0.08013 0.3823 0.039 0.31293 0.10521 0.32099 0.03457 0.41088 0.30386 0.11791 0.54513 0.53979 0.08067 0.48248 0.09978 0.55238 0.0378 0.49372 0.1085 0.54365 0.0898 2.39728 0.05222,2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 1 1,rest A3+40 B3+9 A#3+10 B3+38 B3+12 A3+46 B3+37 A3+12 F4+36 F4-38 rest D4+39 D4+3 A3+43 A#3-45 B3+9 A#3-41 A#3-45 rest,0.452 0.193 0.394 0.196 0.349 0.421 0.418 0.356 0.411 0.422 0.545 0.620 0.582 0.370 0.220 0.602 0.378 0.255 2.397 0.052,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
Vox_20251119_dahaidaibuzou_004,AP d a g uo zh ao m ian AP j iu l i b ie d e f eng AP,0.37837 0.09873 0.15963 0.03503 0.14457 0.0907 0.30476 0.10245 0.67578 0.44343 0.16065 0.32533 0.07001 0.52621 0.08072 0.10612 0.07438 0.13243 0.09977 0.65578 0.66601,2 2 2 2 1 2 2 2 2 2 1 1,rest D#3-38 F#3+44 A3-1 C4-43 rest B3+42 C4-38 A3+48 B3+47 C#4+49 rest,0.477 0.195 0.235 0.407 0.676 0.604 0.395 0.607 0.180 0.232 0.656 0.666,0 0 0 0 0 0 0 0 0 0 0 0
Vox_20251119_dahaidaibuzou_005,b u h ui j i d e t ing sh uo g uo sh en m e SP,0.04192 0.13767 0.03084 0.16417 0.08259 0.3156 0.05986 1.06576 0.16508 0.21225 0.2068 0.43991 0.12698 0.08889 0.15601 0.05113 0.1539 0.59951 0.09832,1 2 2 2 2 2 2 2 2 1 1,rest E3-39 G3+45 A#3-48 B3+47 C4-45 C4-17 A#3+14 C4-35 D4-39 rest,0.042 0.169 0.247 0.375 1.231 0.419 0.567 0.245 0.205 0.600 0.098,0 0 0 0 0 0 0 0 0 0 0
Vox_20251119_dahaidaibuzou_006,AP zh ir h ui j iang w u sh u j i t uo AP s ong f an d ao sh en c e SP,0.47218 0.12351 0.09637 0.08254 0.11429 0.06803 0.36718 0.16822 0.28818 0.15782 0.39547 0.17415 0.42267 0.12517 0.1805 0.30023 0.1297 0.43175 0.09977 0.54692 0.00909 0.4898 0.1687 0.4127 0.17869 2.25034 0.12,2 2 2 2 2 2 2 1 2 2 2 2 2 1 1,rest F3-39 G3-1 A3+44 A#3-9 C4-10 D4-6 D#4-14 F4-41 rest A#4+0 C5-5 D5+38 A#4-7 C5-8 rest,0.596 0.179 0.182 0.383 0.152 0.446 0.570 0.548 0.180 0.430 0.532 0.556 0.659 0.591 2.250 0.120,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Vox_20251119_dahaidaibuzou_007,AP r u g uo j i c ai d e sh ou h uo y i g uo y0 v ch en zh ong AP,0.76281 0.08345 0.28934 0.1034 0.30114 0.07709 0.0898 0.0898 0.14693 0.07257 0.1814 0.21315 0.29025 0.08617 0.34649 0.06632 0.26837 0.12245 0.31642 0.05817 0.23765 0.15465 0.34785 0.03447 0.57324 0.49174,2 2 2 2 2 2 2 2 2 2 2 2 1 1,rest D4+34 A#4-5 A4+39 F4-7 D4+8 F4-36 A4-41 A#4-9 C5+6 A#4-15 C5-2 D5-1 rest,0.846 0.393 0.378 0.180 0.220 0.395 0.376 0.413 0.391 0.375 0.392 0.382 0.573 0.492,0 0 0 0 0 0 0 0 0 0 0 0 0 0
Vox_20251119_dahaidaibuzou_008,j iu f en y i x ie g ei q v x iao w uo d e h ai ou h ai l ang b an b u AP zh u w uo SP,0.10511 0.2967 0.0898 0.13605 0.04555 0.12316 0.11792 0.24943 0.11156 0.2839 0.14331 0.23765 0.16598 0.26323 0.10135 0.32386 0.05483 0.26172 0.13515 0.42119 0.66271 0.1161 0.31564 0.05036 0.44942 0.13061 0.5034 0.07075 0.21406 0.25578 0.11669 0.36471 0.22368 1.23143 0.22721,1 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 1 1,rest A4+16 G#4+47 F4+9 D4+40 F4-2 A4+0 A#4-14 C5-7 A#4-9 C5+6 D5+9 A#4+5 A#4-6 D5+6 C5+36 A#4+43 rest G4+16 D#4+38 D#4+6 rest,0.105 0.387 0.182 0.241 0.361 0.427 0.404 0.365 0.379 0.397 0.421 0.393 0.386 0.366 0.580 0.574 0.214 0.372 0.357 0.231 1.231 0.227,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
Vox_20251119_dahaidaibuzou_009,AP sh ui d i j iao b u m ian w uo SP,0.44748 0.16749 0.24671 0.10159 0.41088 0.13878 0.50793 0.06077 0.49068 0.13154 0.46213 0.13017 1.2009 0.12574,2 2 2 2 2 2 1 1,rest A#4-8 C5+48 D5+43 C5+48 A#4+14 A#4+43 C5+12 C5+11 rest,0.615 0.348 0.117 0.433 0.307 0.262 0.622 0.592 1.201 0.126,0 0 0 1 0 1 0 0 0 0
Vox_20251119_dahaidaibuzou_010,AP r u g uo b uo t ao c i0 k e b u y0 van j iang l ei j ie sh ou SP,0.46984 0.03719 0.33923 0.05172 0.33195 0.04807 0.0898 0.08163 0.11792 0.1687 0.21044 0.14421 0.28118 0.08436 0.30022 0.06012 0.31902 0.07982 0.33923 0.06103 0.24554 0.12515 0.22678 0.22585 0.5161 0.11345,2 2 2 2 2 2 2 2 2 2 2 2 1 1,rest A4-8 A#4-14 A4+16 F4+9 D4+5 F4+6 A#4-40 A#4+6 C5+4 A#4+16 C5+1 D5+3 rest,0.507 0.391 0.380 0.171 0.287 0.355 0.366 0.360 0.399 0.400 0.371 0.453 0.516 0.113,0 0 0 0 0 0 0 0 0 0 0 0 0 0
Vox_20251119_dahaidaibuzou_011,AP j iu h ui j v j ve d iao w u g uan t a d e s uo y iu AP w uo zh an f ang d e x iao r ong SP,0.39546 0.09706 0.2848 0.09343 0.11791 0.08345 0.12154 0.06803 0.29206 0.06168 0.29478 0.1274 0.24993 0.11156 0.33742 0.08914 0.29272 0.05079 0.17959 0.22857 0.2966 0.09796 0.30748 0.39366 0.05351 0.27483 0.14737 0.3905 0.18801 0.47956 0.04244 0.35212 0.23492 0.50431 0.07264 0.13688 0.11556,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 1,rest A#4+0 A4-3 F#4-45 D4+5 F4-13 A4+6 A#4+14 C5-3 A#4+9 C5+3 D5+5 rest A#4-1 F5+14 D#5+8 D#5-47 G#4+41 A#4+43 G4+42 G4+46 rest,0.493 0.378 0.201 0.190 0.354 0.422 0.361 0.427 0.344 0.408 0.395 0.307 0.447 0.422 0.579 0.522 0.587 0.134 0.220 0.223 0.137 0.116,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
Vox_20251119_dahaidaibuzou_012,AP h e b ian zh ir d e m eng AP d a h ai d ai b u z ou SP,0.5057 0.10382 0.25307 0.08905 0.34813 0.04354 0.30567 0.04082 0.18231 0.18691 0.57499 0.45261 0.07256 0.41089 0.14936 0.47377 0.1034 0.44716 0.09173 0.53866 0.09751 1.60574 0.11056,2 2 2 2 2 1 2 2 2 2 2 1 1,rest A#4+34 D5+42 C#5-43 B4-44 C#5-48 rest D#5-49 A#4+34 C5+40 C5+16 A#4+40 A#4+8 rest,0.610 0.342 0.392 0.346 0.369 0.575 0.525 0.560 0.577 0.539 0.395 0.242 1.606 0.111,0 0 0 0 0 0 0 0 0 0 0 1 0 0
